Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	divide	multiply	add
of Skill	100	1	1	1	30	1				1	50	oskill	Find Potion	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Leap	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Double Swing	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Pole Arm Mastery	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Throwing Mastery	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Spear Mastery	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Taunt	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Shout	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Stun	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Double Throw	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Increased Stamina	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Find Item	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Leap Attack	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Concentrate	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Iron Skin	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Battle Cry	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Frenzy	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Increased Speed	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Battle Orders	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Grim Ward	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Whirlwind	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Berserk	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Natural Resistance	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	War Cry	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Battle Command	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Raven	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Plague Poppy	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Wearwolf	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Shape Shifting	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Firestorm	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Oak Sage	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Summon Spirit Wolf	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Wearbear	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Molten Boulder	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Arctic Blast	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Cycle of Life	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Feral Rage	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Maul	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Eruption	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Cyclone Armor	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Heart of Wolverine	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Summon Fenris	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Rabies	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Fire Claws	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Twister	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Vines	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Hunger	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Shock Wave	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Volcano	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Tornado	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Spirit of Barbs	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Summon Grizzly	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Fury	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Armageddon	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Hurricane	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Fire Trauma	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Claw Mastery	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Psychic Hammer	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Tiger Strike	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Dragon Talon	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Shock Field	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Blade Sentinel	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Quickness	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Fists of Fire	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Dragon Claw	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Charged Bolt Sentry	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Wake of Fire Sentry	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Weapon Block	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Cloak of Shadows	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Cobra Strike	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Blade Fury	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Fade	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Shadow Warrior	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Claws of Thunder	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Dragon Tail	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Lightning Sentry	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Inferno Sentry	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Mind Blast	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Blades of Ice	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Dragon Flight	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Death Sentry	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Blade Shield	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Venom	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Shadow Master	1	1	regen		-2	-2							lcha	jewl									0	0	0
of Skill	100	1	1	1	30	1				1	50	oskill	Royal Strike	1	1	regen		-2	-2							lcha	jewl									0	0	0
																																						
of Skill	100	1	1	25	60	31				1	50	oskill	Magic Arrow	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Fire Arrow	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Inner Sight	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Critical Strike	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Jab	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Cold Arrow	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Multiple Shot	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Dodge	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Power Strike	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Poison Javelin	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Exploding Arrow	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Slow Missiles	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Avoid	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Impale	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Lightning Bolt	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Ice Arrow	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Guided Arrow	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Penetrate	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Charged Strike	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Plague Javelin	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Strafe	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Immolation Arrow	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Dopplezon	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Evade	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Fend	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Freezing Arrow	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Valkyrie	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Pierce	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Lightning Strike	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Lightning Fury	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Fire Bolt	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Warmth	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Charged Bolt	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Ice Bolt	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Frozen Armor	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Inferno	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Static Field	2	3	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Telekinesis	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Frost Nova	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Ice Blast	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Blaze	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Fire Ball	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Nova	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Lightning	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Shiver Armor	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Fire Wall	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Enchant	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Chain Lightning	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Teleport	2	3	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Glacial Spike	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Meteor	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Thunder Storm	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Energy Shield	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Blizzard	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Chilling Armor	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Fire Mastery	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Hydra	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Lightning Mastery	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Frozen Orb	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Cold Mastery	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Amplify Damage	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Teeth	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Bone Armor	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Skeleton Mastery	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Raise Skeleton	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Dim Vision	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Weaken	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Poison Dagger	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Corpse Explosion	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Clay Golem	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Iron Maiden	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Terror	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Bone Wall	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Golem Mastery	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Raise Skeletal Mage	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Confuse	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Life Tap	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Poison Explosion	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Bone Spear	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	BloodGolem	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Attract	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Decrepify	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Bone Prison	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Summon Resist	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	IronGolem	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Lower Resist	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Poison Nova	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Bone Spirit	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	FireGolem	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Revive	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Sacrifice	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Smite	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Might	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Prayer	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Resist Fire	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Holy Bolt	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Holy Fire	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Thorns	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Defiance	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Resist Cold	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Zeal	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Charge	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Blessed Aim	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Cleansing	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Resist Lightning	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Vengeance	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Blessed Hammer	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Concentration	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Holy Freeze	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Vigor	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Conversion	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Holy Shield	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Holy Shock	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Sanctuary	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Meditation	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Fist of the Heavens	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Fanaticism	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Conviction	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Redemption	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Salvation	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Bash	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Sword Mastery	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Axe Mastery	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Mace Mastery	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Howl	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Find Potion	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Leap	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Double Swing	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Pole Arm Mastery	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Throwing Mastery	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Spear Mastery	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Taunt	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Shout	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Stun	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Double Throw	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Increased Stamina	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Find Item	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Leap Attack	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Concentrate	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Iron Skin	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Battle Cry	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Frenzy	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Increased Speed	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Battle Orders	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Grim Ward	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Whirlwind	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Berserk	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Natural Resistance	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	War Cry	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Battle Command	2	3	regen		-5	-5							lcha	jewl									0	0	0
