monster	oninit	level	item1	loc1	mod1	item2	loc2	mod2	item3	loc3	mod3	eol
injuredbarb1	1	0	lgl	glov	4							0
injuredbarb2	1	0	lgl	glov	4							0
injuredbarb3	1	0	lgl	glov	4							0
baalclone	1	0	lgl	glov	4							0
baalminion1	1	0	lgl	glov	4							0
baalminion2	1	0	lgl	glov	4							0
baalminion3	1	0	lgl	glov	4							0
worldstoneeffect	1	0	lgl	glov	4							0
sk_archer6	1	0	lgl	glov	4							0
sk_archer7	1	0	lgl	glov	4							0
sk_archer8	1	0	lgl	glov	4							0
sk_archer9	1	0	lgl	glov	4							0
sk_archer10	1	0	lgl	glov	4							0
bighead6	1	0	lgl	glov	4							0
bighead7	1	0	lgl	glov	4							0
bighead8	1	0	lgl	glov	4							0
bighead9	1	0	lgl	glov	4							0
bighead10	1	0	lgl	glov	4							0
goatman6	1	0	lgl	glov	4							0
goatman7	1	0	lgl	glov	4							0
goatman8	1	0	lgl	glov	4							0
goatman9	1	0	lgl	glov	4							0
goatman10	1	0	lgl	glov	4							0
foulcrow5	1	0	lgl	glov	4							0
foulcrow6	1	0	lgl	glov	4							0
foulcrow7	1	0	lgl	glov	4							0
foulcrow8	1	0	lgl	glov	4							0
clawviper6	1	0	lgl	glov	4							0
clawviper7	1	0	lgl	glov	4							0
clawviper8	1	0	lgl	glov	4							0
clawviper9	1	0	lgl	glov	4							0
clawviper10	1	0	lgl	glov	4							0
sandraider6	1	0	lgl	glov	4							0
sandraider7	1	0	lgl	glov	4							0
sandraider8	1	0	lgl	glov	4							0
sandraider9	1	0	lgl	glov	4							0
sandraider10	1	0	lgl	glov	4							0
deathmauler6	1	0	lgl	glov	4							0
quillrat6	1	0	lgl	glov	4							0
quillrat7	1	0	lgl	glov	4							0
quillrat8	1	0	lgl	glov	4							0
vulture5	1	0	lgl	glov	4							0
thornhulk5	1	0	lgl	glov	4							0
slinger7	1	0	lgl	glov	4							0
slinger8	1	0	lgl	glov	4							0
slinger9	1	0	lgl	glov	4							0
cr_archer6	1	0	lgl	glov	4							0
cr_archer7	1	0	lgl	glov	4							0
cr_lancer6	1	0	lgl	glov	4							0
cr_lancer7	1	0	lgl	glov	4							0
cr_lancer8	1	0	lgl	glov	4							0
blunderbore5	1	0	lgl	glov	4							0
blunderbore6	1	0	lgl	glov	4							0
skmage_fire5	1	0	lgl	glov	4							0
skmage_fire6	1	0	lgl	glov	4							0
skmage_ltng5	1	0	lgl	glov	4							0
skmage_ltng6	1	0	lgl	glov	4							0
skmage_cold5	1	0	lgl	glov	4							0
skmage_pois5	1	0	lgl	glov	4							0
skmage_pois6	1	0	lgl	glov	4							0
pantherwoman5	1	0	lgl	glov	4							0
pantherwoman6	1	0	lgl	glov	4							0
sandleaper6	1	0	lgl	glov	4							0
sandleaper7	1	0	lgl	glov	4							0
wraith6	1	0	lgl	glov	4							0
wraith7	1	0	lgl	glov	4							0
wraith8	1	0	lgl	glov	4							0
succubus6	1	0	lgl	glov	4							0
succubus7	1	0	lgl	glov	4							0
succubuswitch6	1	0	lgl	glov	4							0
succubuswitch7	1	0	lgl	glov	4							0
succubuswitch8	1	0	lgl	glov	4							0
willowisp5	1	0	lgl	glov	4							0
willowisp6	1	0	lgl	glov	4							0
willowisp7	1	0	lgl	glov	4							0
fallen6	1	0	lgl	glov	4							0
fallen7	1	0	lgl	glov	4							0
fallen8	1	0	lgl	glov	4							0
fallenshaman6	1	0	lgl	glov	4							0
fallenshaman7	1	0	lgl	glov	4							0
fallenshaman8	1	0	lgl	glov	4							0
skeleton6	1	0	lgl	glov	4							0
skeleton7	1	0	lgl	glov	4							0
batdemon6	1	0	lgl	glov	4							0
batdemon7	1	0	lgl	glov	4							0
bloodlord6	1	0	lgl	glov	4							0
bloodlord7	1	0	lgl	glov	4							0
scarab6	1	0	lgl	glov	4							0
scarab7	1	0	lgl	glov	4							0
fetish6	1	0	lgl	glov	4							0
fetish7	1	0	lgl	glov	4							0
fetish8	1	0	lgl	glov	4							0
fetishblow6	1	0	lgl	glov	4							0
fetishblow7	1	0	lgl	glov	4							0
fetishblow8	1	0	lgl	glov	4							0
fetishshaman6	1	0	lgl	glov	4							0
fetishshaman7	1	0	lgl	glov	4							0
fetishshaman8	1	0	lgl	glov	4							0
baboon7	1	0	lgl	glov	4							0
baboon8	1	0	lgl	glov	4							0
unraveler6	1	0	lgl	glov	4							0
unraveler7	1	0	lgl	glov	4							0
unraveler8	1	0	lgl	glov	4							0
unraveler9	1	0	lgl	glov	4							0
zealot4	1	0	lgl	glov	4							0
zealot5	1	0	lgl	glov	4							0
cantor5	1	0	lgl	glov	4							0
cantor6	1	0	lgl	glov	4							0
vilemother4	1	0	lgl	glov	4							0
vilemother5	1	0	lgl	glov	4							0
vilechild4	1	0	lgl	glov	4							0
vilechild5	1	0	lgl	glov	4							0
sandmaggot6	1	0	lgl	glov	4							0
maggotbaby6	1	0	lgl	glov	4							0
maggotegg6	1	0	lgl	glov	4							0
minion9	1	0	lgl	glov	4							0
minion10	1	0	lgl	glov	4							0
minion11	1	0	lgl	glov	4							0
arach6	1	0	lgl	glov	4							0
megademon4	1	0	lgl	glov	4							0
megademon5	1	0	lgl	glov	4							0
imp6	1	0	lgl	glov	4							0
imp7	1	0	lgl	glov	4							0
bonefetish6	1	0	lgl	glov	4							0
bonefetish7	1	0	lgl	glov	4							0
fingermage4	1	0	lgl	glov	4							0
fingermage5	1	0	lgl	glov	4							0
regurgitator4	1	0	lgl	glov	4							0
vampire6	1	0	lgl	glov	4							0
vampire7	1	0	lgl	glov	4							0
vampire8	1	0	lgl	glov	4							0
reanimatedhorde6	1	0	lgl	glov	4							0
dkfig1	1	0	lgl	glov	4							0
dkfig2	1	0	lgl	glov	4							0
dkmag1	1	0	lgl	glov	4							0
dkmag2	1	0	lgl	glov	4							0
mummy6	1	0	lgl	glov	4							0
ubermephisto	1	0	lgl	glov	4							0
uberdiablo	1	0	lgl	glov	4							0
uberizual	1	0	lgl	glov	4							0
uberandariel	1	0	lgl	glov	4							0
uberduriel	1	0	lgl	glov	4							0
uberbaal	1	0	lgl	glov	4							0
demonspawner	1	0	lgl	glov	4							0
demonhole	1	0	lgl	glov	4							0
megademon6	1	0	lgl	glov	4							0
dkmag3	1	0	lgl	glov	4							0
imp8	1	0	lgl	glov	4							0
swarm5	1	0	lgl	glov	4							0
sandmaggot7	1	0	lgl	glov	4							0
arach7	1	0	lgl	glov	4							0
scarab8	1	0	lgl	glov	4							0
succubus8	1	0	lgl	glov	4							0
succubuswitch9	1	0	lgl	glov	4							0
corruptrogue6	1	0	lgl	glov	4							0
cr_archer8	1	0	lgl	glov	4							0
cr_lancer8	1	0	lgl	glov	4							0
overseer6	1	0	lgl	glov	4							0
skeleton8	1	0	lgl	glov	4							0
sk_archer11	1	0	lgl	glov	4							0
skmage_fire7	1	0	lgl	glov	4							0
skmage_ltng7	1	0	lgl	glov	4							0
skmage_cold6	1	0	lgl	glov	4							0
skmage_pois7	1	0	lgl	glov	4							0
vampire9	1	0	lgl	glov	4							0
wraith9	1	0	lgl	glov	4							0
willowisp8	1	0	lgl	glov	4							0
*end*  do not remove												0
